year,degree_of_injury,industry,sub_industry,incident_type,incident_agent,incident_agent_sub_type,no._of_injuries
2018,Minor,Manufacturing,Manufacture of Furniture,Cut/Stabbed by Objects,Others,Others - Wooden Items,1
2018,Minor,Manufacturing,Manufacture of Furniture,Cut/Stabbed by Objects,Vehicles,Vehicles - Motor vehicles,1
2018,Minor,Manufacturing,Manufacture of Furniture,Exposure to Extreme Temperatures,Industrial Machines,Industrial Machines - Others,3
2018,Minor,Manufacturing,Manufacture of Furniture,Exposure to Hazardous Substances,Others,"Others - Dusts, Gas, Liquids and Chemicals",2
2018,Minor,Manufacturing,Manufacture of Furniture,Falls - Falls from Height,Means of Access,Means of Access - Ladders,6
2018,Minor,Manufacturing,Manufacture of Furniture,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Stairs or Steps,1
2018,Minor,Manufacturing,Manufacture of Furniture,"Falls - Slips, Trips & Falls",Others,Others,2
2018,Minor,Manufacturing,Manufacture of Furniture,"Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Floor/Level Surfaces,7
2018,Minor,Manufacturing,Manufacture of Furniture,"Falls - Slips, Trips & Falls",Vehicles,Vehicles - Motor vehicles,1
2018,Minor,Manufacturing,Manufacture of Furniture,Others,Others,Others,1
2018,Minor,Manufacturing,Manufacture of Furniture,Others,Others,"Others - Animals, Plants and Insects",1
2018,Minor,Manufacturing,Manufacture of Furniture,Over-exertion/Strenuous Movements,Others,Others - Furniture and Fittings,4
2018,Minor,Manufacturing,Manufacture of Furniture,Over-exertion/Strenuous Movements,Others,Others - Human Factors,1
2018,Minor,Manufacturing,Manufacture of Furniture,Striking against Objects,Others,Others - Metal Items (excluding knives/needles),2
2018,Minor,Manufacturing,Manufacture of Furniture,Striking against Objects,Others,Others - Wooden Items,1
2018,Minor,Manufacturing,Manufacture of Furniture,Struck by Falling Objects,Industrial Hand Tools,Industrial Hand Tools - Electrical hand tools,1
2018,Minor,Manufacturing,Manufacture of Furniture,Struck by Falling Objects,Others,Others,1
2018,Minor,Manufacturing,Manufacture of Furniture,Struck by Falling Objects,Others,Others - Furniture and Fittings,3
2018,Minor,Manufacturing,Manufacture of Furniture,Struck by Falling Objects,Others,Others - Metal Items (excluding knives/needles),3
2018,Minor,Manufacturing,Manufacture of Furniture,Struck by Falling Objects,Others,Others - Wooden Items,2
2018,Minor,Manufacturing,Manufacture of Furniture,Struck by Moving Objects,Industrial Hand Tools,Industrial Hand Tools - Electrical hand tools,6
2018,Minor,Manufacturing,Manufacture of Furniture,Struck by Moving Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,4
2018,Minor,Manufacturing,Manufacture of Furniture,Struck by Moving Objects,Industrial Machines,Industrial Machines - Others,3
2018,Minor,Manufacturing,Manufacture of Furniture,Struck by Moving Objects,Industrial Machines,Industrial Machines - Saws,3
2018,Minor,Manufacturing,Manufacture of Furniture,Struck by Moving Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Lifting appliances / gears,1
2018,Minor,Manufacturing,Manufacture of Furniture,Struck by Moving Objects,Others,Others,1
2018,Minor,Manufacturing,Manufacture of Furniture,Struck by Moving Objects,Others,"Others - Dusts, Gas, Liquids and Chemicals",1
2018,Minor,Manufacturing,Manufacture of Furniture,Struck by Moving Objects,Others,Others - Electrical Installation,1
2018,Minor,Manufacturing,Manufacture of Furniture,Struck by Moving Objects,Others,Others - Furniture and Fittings,2
2018,Minor,Manufacturing,Manufacture of Furniture,Struck by Moving Objects,Others,Others - Metal Items (excluding knives/needles),1
2018,Minor,Manufacturing,Manufacture of Furniture,Struck by Moving Objects,Others,Others - Wooden Items,2
2018,Minor,Manufacturing,Manufacture of Furniture,Struck by Moving Objects,Vehicles,Vehicles - Forklifts,2
2018,Minor,Manufacturing,"Manufacture of Motor Vehicles, Trailers & Semi-Trailers",Caught in/ betw Objects,Industrial Machines,Industrial Machines - Others,1
2018,Minor,Manufacturing,"Manufacture of Motor Vehicles, Trailers & Semi-Trailers","Falls - Slips, Trips & Falls",Industrial Machines,Industrial Machines - Transmission Machines,1
2018,Minor,Manufacturing,"Manufacture of Motor Vehicles, Trailers & Semi-Trailers","Falls - Slips, Trips & Falls",Others,Others - Metal Items (excluding knives/needles),2
2018,Minor,Manufacturing,"Manufacture of Motor Vehicles, Trailers & Semi-Trailers",Over-exertion/Strenuous Movements,Others,Others - Human Factors,1
2018,Minor,Manufacturing,"Manufacture of Motor Vehicles, Trailers & Semi-Trailers",Struck by Falling Objects,Others,Others - Metal Items (excluding knives/needles),4
2018,Minor,Manufacturing,"Manufacture of Motor Vehicles, Trailers & Semi-Trailers",Struck by Moving Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,1
2018,Minor,Manufacturing,"Manufacture of Motor Vehicles, Trailers & Semi-Trailers",Struck by Moving Objects,Industrial Machines,Industrial Machines - Others,2
2018,Minor,Manufacturing,"Manufacture of Motor Vehicles, Trailers & Semi-Trailers",Struck by Moving Objects,Industrial Machines,Industrial Machines - Transmission Machines,1
2018,Minor,Manufacturing,"Manufacture of Motor Vehicles, Trailers & Semi-Trailers",Struck by Moving Objects,Others,Others - Flying Fragments,1
2018,Minor,Manufacturing,"Manufacture of Motor Vehicles, Trailers & Semi-Trailers",Struck by Moving Objects,Others,Others - Goods/Cargo,2
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Caught in/ betw Objects,Industrial Machines,Industrial Machines - Bar Benders,3
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Caught in/ betw Objects,Industrial Machines,Industrial Machines - Others,3
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Caught in/ betw Objects,Industrial Machines,Industrial Machines - Transmission Machines,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Caught in/ betw Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Lifting appliances / gears,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Caught in/ betw Objects,Others,Others - Goods/Cargo,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Caught in/ betw Objects,Others,Others - Metal Items (excluding knives/needles),3
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Caught in/ betw Objects,Vehicles,Vehicles - Forklifts,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Cut/Stabbed by Objects,Industrial Hand Tools,Industrial Hand Tools - Electrical hand tools,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Others,2
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Cut/Stabbed by Objects,Others,Others - Glass Items,12
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Cut/Stabbed by Objects,Others,Others - Goods/Cargo,2
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Cut/Stabbed by Objects,Others,Others - Knives and Needles,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Exposure to Hazardous Substances,Others,"Others - Dusts, Gas, Liquids and Chemicals",2
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Falls - Falls from Height,Means of Access,Means of Access - Ladders,2
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Falls - Falls from Height,Physical Workplace,Physical Workplace - Structures,2
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,"Falls - Slips, Trips & Falls",Industrial Machines,Industrial Machines - Others,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,"Falls - Slips, Trips & Falls",Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Tower Cranes,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Stairs or Steps,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,"Falls - Slips, Trips & Falls",Others,Others - Furniture and Fittings,3
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,"Falls - Slips, Trips & Falls",Others,Others - Goods/Cargo,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,"Falls - Slips, Trips & Falls",Others,Others - Metal Items (excluding knives/needles),1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,"Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Floor/Level Surfaces,8
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,"Falls - Slips, Trips & Falls",Vehicles,Vehicles - Motor vehicles,2
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Fires & Explosion,Pressurised Equipments,Pressurised Equipments - Gas Cylinders,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Over-exertion/Strenuous Movements,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Over-exertion/Strenuous Movements,Others,Others - Furniture and Fittings,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Over-exertion/Strenuous Movements,Others,Others - Glass Items,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Over-exertion/Strenuous Movements,Others,Others - Goods/Cargo,2
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Over-exertion/Strenuous Movements,Others,Others - Metal Items (excluding knives/needles),2
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Striking against Objects,Industrial Machines,Industrial Machines - Others,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Striking against Objects,Others,Others - Glass Items,4
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Striking against Objects,Others,Others - Knives and Needles,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Striking against Objects,Others,Others - Metal Items (excluding knives/needles),3
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Striking against Objects,Others,Others - Wooden Items,2
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Striking against Objects,Vehicles,Vehicles - Motor vehicles,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Struck by Falling Objects,Industrial Machines,Industrial Machines - Others,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Struck by Falling Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Lifting appliances / gears,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Struck by Falling Objects,Others,Others - Ceramic Items,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Struck by Falling Objects,Others,Others - Furniture and Fittings,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Struck by Falling Objects,Others,Others - Glass Items,3
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Struck by Falling Objects,Others,Others - Goods/Cargo,2
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Struck by Falling Objects,Others,Others - Metal Items (excluding knives/needles),2
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Struck by Falling Objects,Vehicles,Vehicles - Forklifts,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Struck by Moving Objects,Industrial Hand Tools,Industrial Hand Tools - Electrical hand tools,3
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Struck by Moving Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,6
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Struck by Moving Objects,Industrial Machines,Industrial Machines - Others,4
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Struck by Moving Objects,Industrial Machines,Industrial Machines - Saws,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Struck by Moving Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Lifting appliances / gears,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Struck by Moving Objects,Others,Others,3
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Struck by Moving Objects,Others,Others - Flying Fragments,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Struck by Moving Objects,Others,Others - Furniture and Fittings,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Struck by Moving Objects,Others,Others - Goods/Cargo,3
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Struck by Moving Objects,Others,Others - Metal Items (excluding knives/needles),6
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Struck by Moving Objects,Others,Others - Wooden Items,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Struck by Moving Objects,Vehicles,Vehicles - Forklifts,1
2018,Minor,Manufacturing,Manufacture of Non-Metallic Mineral Products,Struck by Moving Objects,Vehicles,Vehicles - Motor vehicles,1
2018,Minor,Manufacturing,Manufacture of Other Transport Equipment,Caught in/ betw Objects,Industrial Machines,Industrial Machines - Guillotine Machine,1
2018,Minor,Manufacturing,Manufacture of Other Transport Equipment,Caught in/ betw Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Overhead Cranes,1
